station,latitude,longitude,date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,relative_humidity_2m_min,relative_humidity_2m_max,precipitation_sum,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_mean,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,shortwave_radiation_mean
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-03,26.441666666666666,25.6,27.4,92.29166666666667,88,95,15.2,13.587499999999999,17.8,219.41666666666666,1000.9791666666666,98.70833333333333,1917.0,79.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-04,26.883333333333336,26.1,27.7,90.91666666666667,87,94,21.5,16.6125,21.5,228.20833333333334,1000.5666666666666,97.45833333333333,3173.0,132.20833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-05,26.52916666666667,25.8,27.8,91.91666666666667,86,95,15.9,19.429166666666667,24.6,232.875,999.3791666666666,99.33333333333333,3275.0,136.45833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-06,26.258333333333336,25.5,27.2,91.58333333333333,86,94,20.2,22.15833333333333,25.4,231.70833333333334,998.9708333333333,99.625,2248.0,93.66666666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-07,26.59166666666667,25.7,27.7,90.83333333333333,87,93,19.6,22.183333333333334,26.1,233.75,999.8041666666667,99.45833333333333,2503.0,104.29166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-08,26.7,25.7,28.0,91.04166666666667,86,94,15.3,20.566666666666666,24.2,224.54166666666666,1001.0875,98.79166666666667,3148.0,131.16666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-09,26.6375,25.8,27.7,90.41666666666667,85,94,14.0,22.65833333333333,27.7,222.5,1000.5375,87.25,3842.0,160.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-10,26.375,25.6,27.5,91.0,85,94,33.0,20.1875,27.6,232.79166666666666,1000.7958333333332,91.75,3406.0,141.91666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-11,26.454166666666666,25.5,27.3,90.45833333333333,87,94,17.4,20.337500000000002,23.5,227.83333333333334,1002.9333333333334,99.54166666666667,2433.0,101.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-12,26.525000000000002,25.6,27.5,91.08333333333333,88,95,6.2,19.45,26.4,207.58333333333334,1004.0333333333333,98.66666666666667,3130.0,130.41666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-13,26.566666666666666,25.3,27.9,91.75,85,96,5.0,16.412499999999998,19.9,210.83333333333334,1004.9625,93.0,3943.0,164.29166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-14,26.97083333333333,25.8,28.3,89.83333333333333,85,95,5.6000000000000005,15.6625,19.5,237.125,1004.3166666666666,75.91666666666667,4674.0,194.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-15,27.224999999999998,25.8,29.3,88.0,76,95,5.1000000000000005,16.995833333333334,22.2,237.45833333333334,1003.0666666666666,54.458333333333336,5319.0,221.625
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-16,26.691666666666666,25.6,28.1,90.41666666666667,86,95,6.4,14.395833333333334,17.1,225.66666666666666,1003.8000000000001,68.70833333333333,4464.0,186.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-17,26.7625,25.5,28.2,89.33333333333333,82,95,7.4,12.016666666666666,16.5,233.875,1003.7791666666667,59.083333333333336,4349.0,181.20833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-18,27.02916666666667,25.6,28.4,89.16666666666667,83,95,4.1000000000000005,11.091666666666667,14.8,236.20833333333334,1002.1875,60.041666666666664,5088.0,212.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-19,27.458333333333332,26.0,29.0,87.125,79,94,2.4,7.345833333333332,14.2,248.25,1000.4125,87.25,5263.0,219.29166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-20,27.433333333333334,26.3,28.8,88.54166666666667,83,95,20.1,5.166666666666667,13.5,263.25,999.5666666666666,98.625,3712.0,154.66666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-21,27.120833333333334,25.7,29.1,88.66666666666667,80,95,84.9,8.166666666666666,14.5,235.66666666666666,998.3041666666667,85.33333333333333,3705.0,154.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-22,27.7,26.0,29.6,87.70833333333333,78,97,5.1,9.995833333333334,19.5,180.70833333333334,997.5208333333334,60.0,5088.0,212.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-23,27.287499999999998,26.0,28.8,89.04166666666667,83,94,12.5,17.466666666666665,33.1,220.54166666666666,998.3625000000001,86.08333333333333,3869.0,161.20833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-24,26.525000000000002,26.0,27.2,91.33333333333333,88,95,197.7,20.470833333333335,31.5,249.125,1000.5875,99.58333333333333,1959.0,81.625
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-25,26.695833333333336,26.1,27.7,90.625,86,93,25.6,16.5625,20.9,249.75,1003.2791666666667,99.91666666666667,2187.0,91.125
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-26,26.425,25.7,27.5,90.125,84,93,28.4,19.179166666666667,23.5,250.91666666666666,1002.5500000000001,99.91666666666667,2449.0,102.04166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-27,26.070833333333336,25.6,27.2,91.125,87,94,38.2,21.791666666666668,26.3,256.875,1002.2708333333334,98.91666666666667,1585.0,66.04166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-28,26.629166666666666,25.5,27.4,88.04166666666667,83,93,11.3,20.595833333333335,26.3,259.6666666666667,1002.2083333333334,99.54166666666667,1932.0,80.5
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-29,25.912499999999998,25.4,26.3,90.91666666666667,86,94,30.6,21.45,27.0,260.5416666666667,1001.6041666666666,99.625,1502.0,62.583333333333336
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-30,25.8875,25.5,26.5,90.29166666666667,87,93,68.6,25.2375,30.1,256.2083333333333,1002.2875,99.58333333333333,1191.0,49.625
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-07-31,26.099999999999998,25.4,26.6,89.95833333333333,86,93,31.8,22.95,28.2,253.25,1003.3708333333334,99.66666666666667,1173.0,48.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-01,26.625,25.8,27.6,86.66666666666667,82,90,15.700000000000001,24.920833333333334,27.7,254.95833333333334,1002.7666666666668,97.58333333333333,1893.0,78.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-02,26.320833333333336,25.3,28.1,89.20833333333333,79,94,28.3,26.483333333333334,31.6,246.41666666666666,1001.6708333333332,90.20833333333333,3427.0,142.79166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-03,25.754166666666666,25.5,26.0,92.25,88,94,91.9,27.104166666666668,33.7,248.08333333333334,1000.7958333333332,99.875,1137.0,47.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-04,26.116666666666664,25.7,26.4,90.29166666666667,87,94,100.3,26.745833333333334,34.2,268.5416666666667,1000.225,99.95833333333333,1077.0,44.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-05,25.9375,25.5,26.3,92.125,90,93,59.2,23.96666666666667,28.4,262.0,1000.0083333333333,99.91666666666667,1181.0,49.208333333333336
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-06,26.204166666666666,25.6,27.0,90.58333333333333,86,94,40.6,24.84166666666667,29.6,255.41666666666666,999.9583333333334,99.79166666666667,2335.0,97.29166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-07,26.675,25.8,28.0,88.79166666666667,82,93,20.5,25.941666666666666,31.4,257.2916666666667,998.8791666666666,98.70833333333333,2673.0,111.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-08,26.75,26.1,27.6,88.375,85,91,13.6,29.791666666666668,33.4,261.4583333333333,997.4875000000001,100.0,1550.0,64.58333333333333
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-09,26.879166666666666,26.1,27.8,87.08333333333333,83,91,11.9,32.74166666666667,36.0,252.66666666666666,997.6083333333332,99.95833333333333,1777.0,74.04166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-10,26.962500000000002,26.1,28.1,85.375,79,90,9.6,32.8125,38.0,238.29166666666666,999.125,91.875,4262.0,177.58333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-11,26.570833333333336,25.4,28.1,87.375,80,94,14.0,24.55,33.7,236.58333333333334,1001.4250000000001,67.08333333333333,4086.0,170.25
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-12,26.666666666666668,25.4,28.4,87.75,82,93,5.3,16.658333333333335,21.2,244.66666666666666,1002.4875000000001,83.95833333333333,4841.0,201.70833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-13,26.78333333333333,25.5,28.4,88.75,84,93,4.2,13.783333333333333,18.6,244.54166666666666,1002.5333333333333,93.20833333333333,4269.0,177.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-14,26.583333333333332,25.8,27.9,90.375,87,94,8.2,13.895833333333334,17.6,239.33333333333334,1003.35,97.70833333333333,4002.0,166.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-15,26.420833333333334,25.3,27.5,89.79166666666667,85,94,11.6,17.445833333333333,21.1,239.66666666666666,1004.1875,100.0,3851.0,160.45833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-16,26.662499999999998,25.4,28.4,88.0,80,94,7.4,18.75,23.4,238.91666666666666,1003.625,80.25,4990.0,207.91666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-17,26.954166666666666,25.7,28.3,86.125,79,93,3.5,17.141666666666666,21.7,228.66666666666666,1003.3666666666667,64.20833333333333,5859.0,244.125
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-18,26.879166666666666,25.6,28.7,86.45833333333333,78,91,2.4000000000000004,12.654166666666667,17.3,230.54166666666666,1004.9875000000001,77.16666666666667,5243.0,218.45833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-19,26.766666666666666,25.5,28.0,88.0,83,93,3.3000000000000003,9.658333333333333,15.3,238.45833333333334,1005.8958333333334,49.541666666666664,5151.0,214.625
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-20,26.958333333333332,25.5,28.6,87.04166666666667,79,95,2.3000000000000003,8.004166666666666,15.2,279.5833333333333,1005.9125,81.25,5674.0,236.41666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-21,26.508333333333336,25.6,27.5,89.20833333333333,86,93,5.0,9.237499999999999,14.0,275.2083333333333,1005.3041666666667,81.58333333333333,4909.0,204.54166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-22,26.224999999999998,25.2,27.4,89.45833333333333,83,94,5.3,9.533333333333333,14.4,268.4166666666667,1004.6625,61.0,4973.0,207.20833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-23,26.2375,24.7,27.7,89.45833333333333,81,94,5.7,9.5,15.4,239.91666666666666,1004.6374999999999,79.91666666666667,5084.0,211.83333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-24,26.066666666666666,24.7,27.6,90.75,85,95,7.2,11.608333333333334,14.5,212.5,1004.25,90.66666666666667,4713.0,196.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-25,26.15833333333333,24.8,27.5,88.83333333333333,82,94,3.3000000000000003,10.383333333333333,14.2,219.20833333333334,1003.1625,95.58333333333333,4756.0,198.16666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-26,26.458333333333332,25.1,28.0,86.875,79,93,4.6000000000000005,11.337499999999999,17.7,224.25,1002.9291666666667,82.29166666666667,5330.0,222.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-27,26.066666666666666,24.8,27.2,90.375,85,94,6.5,13.995833333333332,19.0,206.25,1001.9833333333332,77.08333333333333,4645.0,193.54166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-28,26.34583333333333,25.1,27.6,90.125,85,95,3.9,15.6875,19.4,197.0,1002.0333333333333,52.5,4778.0,199.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-29,26.766666666666666,25.2,28.2,89.70833333333333,83,95,3.8000000000000003,12.545833333333334,19.3,198.625,1002.5,69.54166666666667,5179.0,215.79166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-30,26.745833333333334,25.7,28.1,90.0,85,95,13.1,10.691666666666668,15.1,221.29166666666666,1001.1125000000001,95.375,4689.0,195.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-08-31,26.445833333333336,25.6,27.4,90.875,86,94,24.1,13.920833333333334,18.4,223.75,999.9083333333333,97.375,3534.0,147.25
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-01,26.7375,25.4,27.6,89.16666666666667,84,94,15.7,15.916666666666666,20.2,218.25,1000.7416666666667,90.29166666666667,3402.0,141.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-02,26.708333333333332,25.8,27.8,90.41666666666667,85,93,13.2,16.083333333333332,19.2,217.125,1002.1625,86.70833333333333,4561.0,190.04166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-03,26.125,25.4,27.2,91.75,86,95,33.0,14.204166666666666,18.3,235.375,1001.6916666666666,98.20833333333333,3247.0,135.29166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-04,25.900000000000002,25.3,26.4,92.66666666666667,91,95,84.3,16.829166666666666,22.1,257.875,999.9333333333334,99.95833333333333,1323.0,55.125
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-05,26.25,25.3,27.3,90.625,87,94,42.4,19.325,26.6,251.58333333333334,999.1416666666668,99.625,2628.0,109.5
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-06,26.229166666666668,25.7,27.2,91.66666666666667,88,95,43.699999999999996,20.5875,24.8,235.58333333333334,999.6,98.79166666666667,2578.0,107.41666666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-07,26.454166666666666,25.6,27.5,90.625,87,94,39.8,20.666666666666668,23.3,229.66666666666666,999.8791666666666,97.45833333333333,3116.0,129.83333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-08,26.349999999999998,25.9,27.1,91.5,88,94,43.8,20.258333333333333,24.2,233.95833333333334,1001.2958333333332,99.70833333333333,2578.0,107.41666666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-09,26.6875,25.7,28.1,90.375,84,94,25.2,19.425,22.9,243.58333333333334,1001.4291666666667,96.83333333333333,3137.0,130.70833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-10,26.474999999999998,25.7,27.6,91.54166666666667,87,95,16.8,16.354166666666668,21.5,236.79166666666666,1001.5500000000001,98.375,3264.0,136.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-11,26.55,25.4,27.7,90.58333333333333,87,95,8.2,14.704166666666667,17.7,233.375,1004.0958333333333,98.75,3669.0,152.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-12,26.025000000000002,25.4,26.8,90.66666666666667,87,94,13.7,15.633333333333333,18.6,239.45833333333334,1005.6458333333334,99.79166666666667,1807.0,75.29166666666667
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-13,25.675,24.8,26.8,91.95833333333333,87,95,37.2,13.383333333333333,18.4,254.375,1006.0166666666668,99.75,2049.0,85.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-14,26.208333333333332,25.1,27.4,91.08333333333333,84,94,13.0,12.541666666666666,17.0,266.1666666666667,1005.6166666666667,96.875,3279.0,136.625
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-15,26.1375,25.1,27.2,90.5,85,94,10.4,10.6,16.2,280.2083333333333,1006.1750000000001,80.08333333333333,4137.0,172.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-16,26.3875,25.2,27.6,90.45833333333333,86,94,5.7,12.241666666666667,17.4,282.4166666666667,1005.15,83.625,4034.0,168.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-17,26.895833333333332,25.7,28.3,87.33333333333333,80,96,3.7,11.341666666666667,18.8,302.9166666666667,1004.125,86.45833333333333,4521.0,188.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-18,26.7,25.6,28.3,90.83333333333333,83,96,16.5,8.0,18.1,294.875,1004.1374999999999,96.54166666666667,3585.0,149.375
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-19,26.079166666666666,24.5,28.6,91.29166666666667,78,99,38.9,7.254166666666666,13.7,124.20833333333333,1002.7875,98.25,3330.0,138.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-20,26.425,25.3,28.1,89.25,79,95,6.300000000000001,19.591666666666665,24.9,161.625,1002.4791666666666,87.58333333333333,4533.0,188.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-21,26.675,25.3,28.2,87.375,81,93,13.0,22.304166666666664,32.0,159.75,1002.2083333333334,80.33333333333333,4669.0,194.54166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-22,26.954166666666666,25.4,28.5,87.0,80,92,1.1,17.483333333333334,26.0,172.875,1003.9375,55.666666666666664,5822.0,242.58333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-23,27.120833333333334,25.6,28.9,87.70833333333333,79,96,0.9,8.541666666666666,15.6,213.79166666666666,1005.725,51.583333333333336,5722.0,238.41666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-24,27.270833333333332,25.4,29.0,88.91666666666667,78,97,3.5,8.2125,20.4,212.33333333333334,1005.1416666666668,83.04166666666667,4684.0,195.16666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-25,26.525000000000002,25.0,29.1,90.875,80,96,26.5,6.858333333333333,13.6,137.58333333333334,1004.2916666666666,98.625,2564.0,106.83333333333333
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-26,26.662499999999998,25.6,28.4,90.125,80,98,21.0,12.049999999999999,22.9,172.54166666666666,1005.4416666666666,98.375,3338.0,139.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-27,26.104166666666668,25.1,27.6,89.08333333333333,82,94,18.0,21.091666666666665,26.5,185.45833333333334,1008.6958333333333,96.41666666666667,3800.0,158.33333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-28,26.441666666666666,25.0,28.2,88.04166666666667,80,94,5.4,18.275000000000002,23.5,190.29166666666666,1008.2666666666668,76.45833333333333,5288.0,220.33333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-29,26.7625,25.3,28.6,87.70833333333333,79,95,4.4,16.720833333333335,24.7,194.83333333333334,1008.5791666666668,98.375,5135.0,213.95833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-09-30,26.545833333333334,25.5,28.1,90.04166666666667,83,94,6.8,11.845833333333333,16.8,209.91666666666666,1008.2708333333334,95.875,4570.0,190.41666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-01,26.920833333333334,25.5,28.6,88.875,80,95,2.0,7.4624999999999995,13.5,233.29166666666666,1008.4541666666668,84.33333333333333,5072.0,211.33333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-02,27.05,25.4,28.9,87.20833333333333,78,96,1.0,6.504166666666666,14.3,263.0833333333333,1009.0958333333333,15.875,5812.0,242.16666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-03,27.0125,24.6,29.4,88.41666666666667,74,99,0.4,7.908333333333334,15.8,201.625,1008.1333333333333,18.541666666666668,5742.0,239.25
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-04,27.070833333333336,25.3,29.5,89.625,79,97,3.5,6.595833333333334,12.8,186.125,1008.0291666666667,48.708333333333336,5273.0,219.70833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-05,27.125,24.7,30.3,88.875,78,97,4.3,6.741666666666667,14.0,174.125,1006.9250000000001,36.375,5821.0,242.54166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-06,27.3125,24.2,29.8,86.66666666666667,76,96,0.5,5.875,9.9,199.375,1007.2041666666668,41.625,5684.0,236.83333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-07,27.558333333333334,25.4,29.9,87.95833333333333,78,96,5.0,7.25,15.2,207.95833333333334,1007.9291666666667,65.66666666666667,5282.0,220.08333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-08,28.099999999999998,25.6,31.0,86.95833333333333,75,98,5.8,6.1000000000000005,14.8,154.95833333333334,1007.0166666666668,59.625,5466.0,227.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-09,27.974999999999998,25.9,31.0,84.58333333333333,68,95,1.7,5.370833333333334,13.3,136.875,1006.5541666666667,79.41666666666667,4842.0,201.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-10,28.395833333333332,25.7,31.5,85.375,69,97,0.0,5.625,12.0,193.79166666666666,1006.5791666666668,79.95833333333333,5564.0,231.83333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-11,28.441666666666666,25.6,30.7,83.25,72,96,3.7,4.425,13.6,185.70833333333334,1006.5749999999999,78.25,5432.0,226.33333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-12,27.745833333333334,25.7,30.7,87.83333333333333,75,96,7.3,5.3500000000000005,14.0,163.91666666666666,1006.9875000000001,46.291666666666664,5507.0,229.45833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-13,27.941666666666666,25.2,31.3,85.95833333333333,71,96,4.1,5.166666666666667,13.2,152.875,1007.8666666666667,73.875,5493.0,228.875
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-14,28.941666666666666,25.9,33.0,79.70833333333333,61,96,0.0,7.866666666666667,15.9,144.5,1008.0458333333332,47.875,5684.0,236.83333333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-15,28.858333333333334,25.6,33.6,70.875,49,84,0.0,9.0625,17.8,159.29166666666666,1007.5875,5.666666666666667,5806.0,241.91666666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-16,28.245833333333334,24.8,33.1,69.16666666666667,49,81,0.0,9.333333333333334,15.6,135.75,1007.4375,49.375,5730.0,238.75
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-17,28.370833333333334,25.0,33.3,67.66666666666667,47,79,0.0,9.487499999999999,16.5,166.375,1007.2375000000001,15.0,5503.0,229.29166666666666
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-18,27.849999999999998,24.4,31.5,76.08333333333333,64,87,1.1,7.3999999999999995,9.4,89.79166666666667,1007.0500000000001,86.375,3749.0,156.20833333333334
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.0974,72.8743,2019-10-19,25.920833333333334,25.2,27.0,88.04166666666667,76,93,18.400000000000002,7.104166666666667,10.3,62.583333333333336,1008.3208333333333,99.95833333333333,1265.0,52.708333333333336
